company,rating,headquarters,salary estimate,job type,size,type,sector,revenue
Amazon,3.8,"Palo Alto, CA",149.0,Full-time,10000+ employees,company - public,information technology,$10+ billion (usd)
Ursus,4.4,"Menlo Park, CA",138.5,Full-time,1 to 50 employees,company - private,information technology,unknown / non-applicable
Uber,4.0,"San Francisco, CA",170.5,Full-time,10000+ employees,company - public,information technology,$10+ billion (usd)
Levi Strauss & Co.,4.1,"San Francisco, CA",129.5,Part-time,10000+ employees,company - public,retail,$2 to $5 billion (usd)
Pendulum.co,4.3,"San Francisco, CA",143.5,Full-time,1 to 50 employees,company - private,biotech & pharmaceuticals,unknown / non-applicable
Accenture,4.0,"San Francisco, CA",117.5,Full-time,10000+ employees,company - public,business services,$10+ billion (usd)
UC San Francisco Academic,4.1,"San Francisco, CA",81.5,Full-time,10000+ employees,college / university,education,$25 to $50 million (usd)
Goldman Sachs,4.0,"Menlo Park, CA",165.0,Full-time,10000+ employees,company - public,finance,$10+ billion (usd)
Xerox,3.2,"Palo Alto, CA",120.0,Full-time,10000+ employees,company - public,information technology,$10+ billion (usd)
Exponent,3.6,"Menlo Park, CA",142.0,Full-time,1001 to 5000 employees,company - public,business services,$100 to $500 million (usd)
Facebook,4.3,"Menlo Park, CA",156.0,Full-time,10000+ employees,company - public,information technology,$10+ billion (usd)
Punchh,4.1,"San Mateo, CA",175.5,Full-time,201 to 500 employees,company - private,information technology,unknown / non-applicable
Intel,4.1,"Santa Clara, CA",139.5,Full-time,10000+ employees,company - public,information technology,$10+ billion (usd)
"Bio-Rad Laboratories, Inc.",3.5,"Pleasanton, CA",123.5,Full-time,5001 to 10000 employees,company - public,biotech & pharmaceuticals,$2 to $5 billion (usd)
Lawrence Livermore National Laboratory,4.6,"Livermore, CA",124.0,Full-time,5001 to 10000 employees,government,government,$1 to $2 billion (usd)
Uber,4.0,"San Francisco, CA",170.5,Full-time,10000+ employees,company - public,information technology,$10+ billion (usd)
PG&E Corporation,3.8,"San Francisco, CA",112.5,Full-time,10000+ employees,company - public,"oil, gas, energy & utilities",$10+ billion (usd)
Genentech,4.3,"South San Francisco, CA",137.0,Full-time,10000+ employees,subsidiary or business segment,biotech & pharmaceuticals,$10+ billion (usd)
University of California San Francisco,4.1,"San Francisco, CA",113.5,Full-time,10000+ employees,college / university,education,$25 to $50 million (usd)
NVIDIA,4.7,"Santa Clara, CA",176.0,Full-time,10000+ employees,company - public,information technology,$5 to $10 billion (usd)
Parker Institute for Cancer Immunotherapy,4.0,"San Francisco, CA",153.5,Full-time,51 to 200 employees,nonprofit organization,non-profit,unknown / non-applicable
Pendulum.co,4.3,"San Francisco, CA",132.0,Full-time,1 to 50 employees,company - private,biotech & pharmaceuticals,unknown / non-applicable
Facebook,4.3,"Menlo Park, CA",150.5,Full-time,10000+ employees,company - public,information technology,$10+ billion (usd)
PG&E Corporation,3.8,"San Francisco, CA",131.0,Full-time,10000+ employees,company - public,"oil, gas, energy & utilities",$10+ billion (usd)
Dell Technologies,4.2,"San Francisco, CA",103.5,Full-time,10000+ employees,company - public,information technology,$10+ billion (usd)
Facebook,4.3,"Menlo Park, CA",159.5,Full-time,10000+ employees,company - public,information technology,$10+ billion (usd)
First Republic Bank,4.3,"San Francisco, CA",116.0,Full-time,1001 to 5000 employees,company - public,finance,$10+ billion (usd)
Kodiak Robotics,4.5,"Mountain View, CA",122.0,Full-time,1 to 50 employees,company - private,information technology,unknown / non-applicable
Google,4.5,"Mountain View, CA",118.5,Full-time,10000+ employees,company - public,information technology,$10+ billion (usd)
Rivian Automotive,4.3,"Palo Alto, CA",176.0,Full-time,1001 to 5000 employees,company - private,manufacturing,unknown / non-applicable
First Republic Bank,4.3,"San Francisco, CA",112.5,Full-time,1001 to 5000 employees,company - public,finance,$10+ billion (usd)
Agama Solutions,3.7,"San Francisco, CA",134.0,Full-time,51 to 200 employees,contract,information technology,$10 to $25 million (usd)
Capgemini,3.8,"San Francisco, CA",111.0,Full-time,10000+ employees,company - public,information technology,$10+ billion (usd)
Penumbra US,3.9,"Alameda, CA",125.0,Full-time,1001 to 5000 employees,company - public,health care,$100 to $500 million (usd)
Amazon,3.8,"East Palo Alto, CA",161.5,Full-time,10000+ employees,company - public,information technology,$10+ billion (usd)
McDonald's Corporate,3.5,"Mountain View, CA",138.5,Full-time,10000+ employees,company - public,"restaurants, bars & food services",$10+ billion (usd)
Collective Health,3.8,"San Francisco, CA",141.0,Full-time,201 to 500 employees,company - private,information technology,unknown / non-applicable
Twitch,3.8,"San Francisco, CA",144.0,Full-time,10000+ employees,company - public,information technology,$10+ billion (usd)
NVIDIA,4.7,"Santa Clara, CA",138.0,Full-time,10000+ employees,company - public,information technology,$5 to $10 billion (usd)
Bayer,4.1,"Berkeley, CA",122.0,Full-time,10000+ employees,company - private,biotech & pharmaceuticals,$10+ billion (usd)
Kaiser Permanente,4.0,"Pleasanton, CA",153.0,Full-time,10000+ employees,nonprofit organization,health care,$10+ billion (usd)
Facebook,4.3,"Menlo Park, CA",164.0,Full-time,10000+ employees,company - public,information technology,$10+ billion (usd)
Facebook,4.3,"Menlo Park, CA",164.0,Full-time,10000+ employees,company - public,information technology,$10+ billion (usd)
Walmart,3.4,"San Bruno, CA",155.0,Full-time,10000+ employees,company - public,retail,$10+ billion (usd)
Twitch,3.8,"San Francisco, CA",144.0,Full-time,10000+ employees,company - public,information technology,$10+ billion (usd)
Kaiser Permanente,4.0,"Pleasanton, CA",153.0,Full-time,10000+ employees,nonprofit organization,health care,$10+ billion (usd)
Facebook,4.3,"Menlo Park, CA",164.0,Full-time,10000+ employees,company - public,information technology,$10+ billion (usd)
Facebook,4.3,"Menlo Park, CA",164.0,Full-time,10000+ employees,company - public,information technology,$10+ billion (usd)
Diffbot,4.6,"Mountain View, CA",138.0,Full-time,1 to 50 employees,company - private,information technology,unknown / non-applicable
NVIDIA,4.7,"Santa Clara, CA",138.0,Full-time,10000+ employees,company - public,information technology,$5 to $10 billion (usd)
Facebook,4.3,"Menlo Park, CA",155.5,Full-time,10000+ employees,company - public,information technology,$10+ billion (usd)
Woodruff Sawyer,4.0,"San Francisco, CA",162.5,Full-time,201 to 500 employees,company - private,insurance,$100 to $500 million (usd)
KPMG,3.9,"San Francisco, CA",124.5,Full-time,10000+ employees,company - private,business services,$1 to $2 billion (usd)
Walmart,3.4,"Sunnyvale, CA",127.0,Full-time,10000+ employees,company - public,retail,$10+ billion (usd)
Wells Fargo,3.6,"San Francisco, CA",120.5,Full-time,10000+ employees,company - public,finance,$10+ billion (usd)
JLL,3.9,"San Francisco, CA",137.0,Full-time,10000+ employees,company - public,real estate,$5 to $10 billion (usd)
Visual Concepts,4.2,"Novato, CA",120.0,Full-time,51 to 200 employees,subsidiary or business segment,information technology,unknown / non-applicable
UnifyID,4.2,"Redwood City, CA",140.5,Full-time,1 to 50 employees,company - private,information technology,unknown / non-applicable
GSN Games,3.3,"San Francisco, CA",168.5,Contract,201 to 500 employees,company - private,media,unknown / non-applicable
Capgemini,3.8,"San Francisco, CA",111.0,Full-time,10000+ employees,company - public,information technology,$10+ billion (usd)
Anthem,3.6,"Palo Alto, CA",129.0,Full-time,10000+ employees,company - public,insurance,$10+ billion (usd)
Nuna,4.0,"San Francisco, CA",104.0,Full-time,51 to 200 employees,company - private,information technology,unknown / non-applicable
Roblox,4.5,"San Mateo, CA",141.5,Full-time,501 to 1000 employees,company - public,information technology,unknown / non-applicable
Uber,4.0,"Sunnyvale, CA",171.0,Full-time,10000+ employees,company - public,information technology,$10+ billion (usd)
Facebook,4.3,"Menlo Park, CA",164.0,Full-time,10000+ employees,company - public,information technology,$10+ billion (usd)
"Earli, Inc.",3.2,"South San Francisco, CA",142.5,Full-time,1 to 50 employees,company - public,manufacturing,$10 to $25 million (usd)
Facebook,4.3,"San Francisco, CA",153.5,Full-time,10000+ employees,company - public,information technology,$10+ billion (usd)
Wish,3.3,"San Francisco, CA",141.5,Full-time,501 to 1000 employees,company - public,retail,$1 to $2 billion (usd)
Facebook,4.3,"Menlo Park, CA",164.0,Full-time,10000+ employees,company - public,information technology,$10+ billion (usd)
Tapjoy,3.6,"San Francisco, CA",147.5,Full-time,201 to 500 employees,company - private,information technology,$10 to $25 million (usd)
FICO,3.9,"San Jose, CA",136.0,Full-time,1001 to 5000 employees,company - public,information technology,$500 million to $1 billion (usd)
Exponent,3.6,"Menlo Park, CA",142.0,Full-time,1001 to 5000 employees,company - public,business services,$100 to $500 million (usd)
Uber,4.0,"San Francisco, CA",170.5,Full-time,10000+ employees,company - public,information technology,$10+ billion (usd)
ZS Associates,4.0,"San Francisco, CA",125.5,Full-time,5001 to 10000 employees,company - private,business services,unknown / non-applicable
ACL Digital,3.6,"Menlo Park, CA",107.0,Full-time,1001 to 5000 employees,company - private,information technology,unknown / non-applicable
Facebook,4.3,"Menlo Park, CA",156.5,Full-time,10000+ employees,company - public,information technology,$10+ billion (usd)
Amazon,3.8,"San Francisco, CA",151.5,Full-time,10000+ employees,company - public,information technology,$10+ billion (usd)
Ursus,4.4,"Menlo Park, CA",138.5,Full-time,1 to 50 employees,company - private,information technology,unknown / non-applicable
Surya Systems,4.0,"San Francisco, CA",140.0,Full-time,1 to 50 employees,company - private,information technology,less than $1 million (usd)
Amazon,3.8,"Palo Alto, CA",149.0,Full-time,10000+ employees,company - public,information technology,$10+ billion (usd)
Levi Strauss & Co.,4.1,"San Francisco, CA",129.5,Part-time,10000+ employees,company - public,retail,$2 to $5 billion (usd)
Point,4.9,"San Francisco, CA",121.5,Full-time,51 to 200 employees,company - private,real estate,unknown / non-applicable
Pendulum.co,4.3,"San Francisco, CA",143.5,Full-time,1 to 50 employees,company - private,biotech & pharmaceuticals,unknown / non-applicable
SiriusXM,3.7,"Oakland, CA",140.5,Full-time,1001 to 5000 employees,company - public,media,$2 to $5 billion (usd)
Kaiser Permanente,4.0,"San Francisco, CA",98.5,Full-time,10000+ employees,nonprofit organization,health care,$10+ billion (usd)
eHealth,3.7,"Santa Clara, CA",135.0,Full-time,1001 to 5000 employees,company - public,insurance,$100 to $500 million (usd)
UC San Francisco Academic,4.1,"San Francisco, CA",81.5,Full-time,10000+ employees,college / university,education,$25 to $50 million (usd)
Accenture,4.0,"San Francisco, CA",117.5,Full-time,10000+ employees,company - public,business services,$10+ billion (usd)
Synapse Financial Technologies Inc,3.8,"San Francisco, CA",116.0,Full-time,51 to 200 employees,company - private,finance,unknown / non-applicable
"Bio-Rad Laboratories, Inc.",3.5,"Pleasanton, CA",123.5,Full-time,5001 to 10000 employees,company - public,biotech & pharmaceuticals,$2 to $5 billion (usd)
Kaiser Permanente,4.0,"Oakland, CA",101.5,Full-time,10000+ employees,nonprofit organization,health care,$10+ billion (usd)
Cloudflare,4.1,"San Francisco, CA",144.5,Full-time,501 to 1000 employees,company - public,information technology,unknown / non-applicable
Xerox,3.2,"Palo Alto, CA",120.0,Full-time,10000+ employees,company - public,information technology,$10+ billion (usd)
Facebook,4.3,"San Francisco, CA",152.5,Full-time,10000+ employees,company - public,information technology,$10+ billion (usd)
KPMG,3.9,"Santa Clara, CA",136.0,Full-time,10000+ employees,company - private,business services,$1 to $2 billion (usd)
Intel,4.1,"Santa Clara, CA",139.5,Full-time,10000+ employees,company - public,information technology,$10+ billion (usd)
Heluna Health,3.4,"San Francisco, CA",84.0,Full-time,1001 to 5000 employees,nonprofit organization,non-profit,$50 to $100 million (usd)
Uber,4.0,"San Francisco, CA",170.5,Full-time,10000+ employees,company - public,information technology,$10+ billion (usd)
eHealth,3.7,"Santa Clara, CA",135.0,Full-time,1001 to 5000 employees,company - public,insurance,$100 to $500 million (usd)
Goodway Group,4.5,"San Francisco, CA",86.0,Full-time,201 to 500 employees,company - private,business services,unknown / non-applicable
Lawrence Livermore National Laboratory,4.6,"Livermore, CA",124.0,Full-time,5001 to 10000 employees,government,government,$1 to $2 billion (usd)
Plus,5.0,"Cupertino, CA",125.0,Full-time,51 to 200 employees,company - private,business services,unknown / non-applicable
CaaStle,3.5,"Mountain View, CA",128.0,Full-time,201 to 500 employees,company - private,information technology,unknown / non-applicable
University of California San Francisco,4.1,"San Francisco, CA",122.0,Full-time,10000+ employees,college / university,education,$25 to $50 million (usd)
Salesforce,4.4,"San Francisco, CA",98.5,Full-time,10000+ employees,company - public,information technology,$10+ billion (usd)
6sense,4.9,"San Francisco, CA",128.5,Full-time,201 to 500 employees,company - private,information technology,unknown / non-applicable
PG&E Corporation,3.8,"San Francisco, CA",112.5,Full-time,10000+ employees,company - public,"oil, gas, energy & utilities",$10+ billion (usd)
Genentech,4.3,"South San Francisco, CA",137.0,Full-time,10000+ employees,subsidiary or business segment,biotech & pharmaceuticals,$10+ billion (usd)
Blue Owl,4.8,"San Francisco, CA",146.0,Full-time,51 to 200 employees,company - private,insurance,unknown / non-applicable
